NAME,COMPONENT_ID,ABBREVIATION,EXTERNAL_NAME,BASE_NAME,COMPONENT_TYPE,LAB_DATA_TYPE_C,COMMON_NAME,LOINC_CODE,COMPONENT_SUBTYPE_C,RECORD_STATE,GROUP_TYPE_C,DEFAULT_LOW,DEFAULT_HIGH,DFLT_UNITS,,
MDC_IDC_SET_LEADCHNL_LA_REFRACTORY_AFTER_RV_HIGH,454005951,,LA refractory interval after RV,,,,MDC IDC SET LEADCHNL LA REFRACTORY AFTER RV HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_REFRACTORY_AFTER_RV_LOW,454006161,,LA refractory interval after RV,,,,MDC IDC SET LEADCHNL LA REFRACTORY AFTER RV LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_REFRACTORY_AFTER_VP_ADAPTATION_MODE,454006370,,LA refractory interval after VP,,,,MDC IDC SET LEADCHNL LA REFRACTORY AFTER VP ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_REFRACTORY_AFTER_VP_HIGH,454005950,,LA refractory interval after VP,,,,MDC IDC SET LEADCHNL LA REFRACTORY AFTER VP HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_REFRACTORY_AFTER_VP_LOW,454006160,,LA refractory interval after VP,,,,MDC IDC SET LEADCHNL LA REFRACTORY AFTER VP LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_REFRACTORY_AFTER_VS_ADAPTATION_MODE,454006369,,LA refractory interval after VS,,,,MDC IDC SET LEADCHNL LA REFRACTORY AFTER VS ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_REFRACTORY_AFTER_VS_HIGH,454005949,,LA refractory interval after VS,,,,MDC IDC SET LEADCHNL LA REFRACTORY AFTER VS HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_REFRACTORY_AFTER_VS_LOW,454006159,,LA refractory interval after VS,,,,MDC IDC SET LEADCHNL LA REFRACTORY AFTER VS LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_REFRACTORY_AFTER_V_ADAPTATION_MODE,454006368,,LA refractory interval after V,,,,MDC IDC SET LEADCHNL LA REFRACTORY AFTER V ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_REFRACTORY_AFTER_V_HIGH,454005948,,LA refractory interval after V,,,,MDC IDC SET LEADCHNL LA REFRACTORY AFTER V HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_REFRACTORY_AFTER_V_LOW,454006158,,LA refractory interval after V,,,,MDC IDC SET LEADCHNL LA REFRACTORY AFTER V LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_ADAPTATION_MODE,454005298,,Lead Channel Setting Sensing Adaptation Mode,,,,MDC IDC SET LEADCHNL LA SENSING ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_ANODE_ELECTRODE,454005186,,Lead Channel Setting Sensing Anode Terminal,,,,MDC IDC SET LEADCHNL LA SENSING ANODE ELECTRODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_ANODE_ELECTRODE_1,454005187,,Lead Channel Setting Sensing Anode Terminal,,,,MDC IDC SET LEADCHNL LA SENSING ANODE ELECTRODE 1,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_ANODE_ELECTRODE_2,454005188,,Lead Channel Setting Sensing Anode Terminal,,,,MDC IDC SET LEADCHNL LA SENSING ANODE ELECTRODE 2,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_ANODE_ELECTRODE_3,454005189,,Lead Channel Setting Sensing Anode Terminal,,,,MDC IDC SET LEADCHNL LA SENSING ANODE ELECTRODE 3,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_ANODE_LOCATION,454005142,,Lead Channel Setting Sensing Anode Location,,,,MDC IDC SET LEADCHNL LA SENSING ANODE LOCATION,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_ANODE_LOCATION_1,454005143,,Lead Channel Setting Sensing Anode Location,,,,MDC IDC SET LEADCHNL LA SENSING ANODE LOCATION 1,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_ANODE_LOCATION_2,454005144,,Lead Channel Setting Sensing Anode Location,,,,MDC IDC SET LEADCHNL LA SENSING ANODE LOCATION 2,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_ANODE_LOCATION_3,454005145,,Lead Channel Setting Sensing Anode Location,,,,MDC IDC SET LEADCHNL LA SENSING ANODE LOCATION 3,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_CATHODE_ELECTRODE,454005274,,Lead Channel Setting Sensing Cathode Terminal,,,,MDC IDC SET LEADCHNL LA SENSING CATHODE ELECTRODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_CATHODE_ELECTRODE_1,454005275,,Lead Channel Setting Sensing Cathode Terminal,,,,MDC IDC SET LEADCHNL LA SENSING CATHODE ELECTRODE 1,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_CATHODE_ELECTRODE_2,454005276,,Lead Channel Setting Sensing Cathode Terminal,,,,MDC IDC SET LEADCHNL LA SENSING CATHODE ELECTRODE 2,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_CATHODE_ELECTRODE_3,454005277,,Lead Channel Setting Sensing Cathode Terminal,,,,MDC IDC SET LEADCHNL LA SENSING CATHODE ELECTRODE 3,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_CATHODE_LOCATION,454005230,,Lead Channel Setting Sensing Cathode Location,,,,MDC IDC SET LEADCHNL LA SENSING CATHODE LOCATION,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_CATHODE_LOCATION_1,454005231,,Lead Channel Setting Sensing Cathode Location,,,,MDC IDC SET LEADCHNL LA SENSING CATHODE LOCATION 1,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_CATHODE_LOCATION_2,454005232,,Lead Channel Setting Sensing Cathode Location,,,,MDC IDC SET LEADCHNL LA SENSING CATHODE LOCATION 2,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_CATHODE_LOCATION_3,454005233,,Lead Channel Setting Sensing Cathode Location,,,,MDC IDC SET LEADCHNL LA SENSING CATHODE LOCATION 3,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_POLARITY,454005118,,Lead Channel Setting Sensing Polarity,,,,MDC IDC SET LEADCHNL LA SENSING POLARITY,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LA_SENSING_SENSITIVITY,454005114,,Lead Channel Setting Sensing Sensitivity,MDCIDCSET,,,MDC IDC SET LEADCHNL LA SENSING SENSITIVITY,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_ANY_ADAPTATION_MODE,454006294,,LV blanking interval after ANY,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER ANY ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_ANY_HIGH,454005874,,LV blanking interval after ANY,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER ANY HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_ANY_LOW,454006084,,LV blanking interval after ANY,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER ANY LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_AP_ADAPTATION_MODE,454006300,,LV blanking interval after AP,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER AP ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_AP_HIGH,454005880,,LV blanking interval after AP,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER AP HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_AP_LOW,454006090,,LV blanking interval after AP,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER AP LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_AS_ADAPTATION_MODE,454006299,,LV blanking interval after AS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER AS ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_AS_HIGH,454005879,,LV blanking interval after AS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER AS HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_AS_LOW,454006089,,LV blanking interval after AS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER AS LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_A_ADAPTATION_MODE,454006298,,LV blanking interval after A,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER A ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_A_HIGH,454005878,,LV blanking interval after A,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER A HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_A_LOW,454006088,,LV blanking interval after A,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER A LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LAP_ADAPTATION_MODE,454006297,,LV blanking interval after LAP,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LAP ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LAP_HIGH,454005877,,LV blanking interval after LAP,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LAP HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LAP_LOW,454006087,,LV blanking interval after LAP,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LAP LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LAS_ADAPTATION_MODE,454006296,,LV blanking interval after LAS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LAS ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LAS_HIGH,454005876,,LV blanking interval after LAS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LAS HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LAS_LOW,454006086,,LV blanking interval after LAS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LAS LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LA_ADAPTATION_MODE,454006295,,LV blanking interval after LA,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LA ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LA_HIGH,454005875,,LV blanking interval after LA,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LA HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LA_LOW,454006085,,LV blanking interval after LA,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LA LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LVP_ADAPTATION_MODE,454006292,,LV blanking interval after LVP,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LVP ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LVP_HIGH,454005872,,LV blanking interval after LVP,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LVP HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LVP_LOW,454006082,,LV blanking interval after LVP,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LVP LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LVS_ADAPTATION_MODE,454006291,,LV blanking interval after LVS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LVS ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LVS_HIGH,454005871,,LV blanking interval after LVS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LVS HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LVS_LOW,454006081,,LV blanking interval after LVS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LVS LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LV_ADAPTATION_MODE,454006290,,LV blanking interval after LV,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LV ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LV_HIGH,454005870,,LV blanking interval after LV,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LV HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_LV_LOW,454006080,,LV blanking interval after LV,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER LV LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_PAC_ADAPTATION_MODE,454006283,,LV blanking interval after PAC,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER PAC ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_PAC_HIGH,454005863,,LV blanking interval after PAC,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER PAC HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_PAC_LOW,454006073,,LV blanking interval after PAC,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER PAC LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_PVC_ADAPTATION_MODE,454006293,,LV blanking interval after PVC,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER PVC ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_PVC_HIGH,454005873,,LV blanking interval after PVC,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER PVC HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_PVC_LOW,454006083,,LV blanking interval after PVC,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER PVC LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RAP_ADAPTATION_MODE,454006282,,"LV_BLANKING_AFTER_RAP_ADAPTATION_MODE, LVB-AP Adaptation Mode",,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RAP ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RAP_HIGH,454005862,,"LV_BLANKING_AFTER_RAP_HIGH, LVB-AP",,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RAP HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RAP_LOW,454006072,,"LV_BLANKING_AFTER_RAP_LOW, LVB-AP",,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RAP LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RAS_ADAPTATION_MODE,454006281,,LV blanking interval after RAS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RAS ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RAS_HIGH,454005861,,LV blanking interval after RAS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RAS HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RAS_LOW,454006071,,LV blanking interval after RAS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RAS LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RA_ADAPTATION_MODE,454006280,,LV blanking interval after RA,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RA ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RA_HIGH,454005860,,LV blanking interval after RA,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RA HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RA_LOW,454006070,,LV blanking interval after RA,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RA LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RVP_ADAPTATION_MODE,454006289,,LV blanking interval after RVP,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RVP ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RVP_HIGH,454005869,,LV blanking interval after RVP,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RVP HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RVP_LOW,454006079,,LV blanking interval after RVP,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RVP LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RVS_ADAPTATION_MODE,454006288,,LV blanking interval after RVS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RVS ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RVS_HIGH,454005868,,LV blanking interval after RVS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RVS HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RVS_LOW,454006078,,LV blanking interval after RVS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RVS LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RV_ADAPTATION_MODE,454006287,,LV blanking interval after RV,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RV ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RV_HIGH,454005867,,LV blanking interval after RV,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RV HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_RV_LOW,454006077,,LV blanking interval after RV,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER RV LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_VP_ADAPTATION_MODE,454006286,,LV blanking interval after VP,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER VP ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_VP_HIGH,454005866,,LV blanking interval after VP,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER VP HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_VP_LOW,454006076,,LV blanking interval after VP,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER VP LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_VS_ADAPTATION_MODE,454006285,,LV blanking interval after VS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER VS ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_VS_HIGH,454005865,,LV blanking interval after VS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER VS HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_VS_LOW,454006075,,LV blanking interval after VS,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER VS LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_V_ADAPTATION_MODE,454006284,,LV blanking interval after V,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER V ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_V_HIGH,454005864,,LV blanking interval after V,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER V HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_BLANKING_AFTER_V_LOW,454006074,,LV blanking interval after V,,,,MDC IDC SET LEADCHNL LV BLANKING AFTER V LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_AMPLITUDE,454006443,,LV Multisite Lead Channel Setting Pacing Amplitude,,,,MDC IDC SET LEADCHNL LV PACING2 AMPLITUDE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_ANODE_ELECTRODE,454006431,,LV Multisite Lead Channel Setting Pacing Anode Terminal,,,,MDC IDC SET LEADCHNL LV PACING2 ANODE ELECTRODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_ANODE_ELECTRODE_1,454006432,,LV Multisite Lead Channel Setting Pacing Anode Terminal,,,,MDC IDC SET LEADCHNL LV PACING2 ANODE ELECTRODE 1,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_ANODE_ELECTRODE_2,454006433,,LV Multisite Lead Channel Setting Pacing Anode Terminal,,,,MDC IDC SET LEADCHNL LV PACING2 ANODE ELECTRODE 2,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_ANODE_ELECTRODE_3,454006434,,LV Multisite Lead Channel Setting Pacing Anode Terminal,,,,MDC IDC SET LEADCHNL LV PACING2 ANODE ELECTRODE 3,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_ANODE_LOCATION,454006427,,LV Multisite Lead Channel Setting Pacing Anode Location,,,,MDC IDC SET LEADCHNL LV PACING2 ANODE LOCATION,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_ANODE_LOCATION_1,454006428,,LV Multisite Lead Channel Setting Pacing Anode Location,,,,MDC IDC SET LEADCHNL LV PACING2 ANODE LOCATION 1,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_ANODE_LOCATION_2,454006429,,LV Multisite Lead Channel Setting Pacing Anode Location,,,,MDC IDC SET LEADCHNL LV PACING2 ANODE LOCATION 2,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_ANODE_LOCATION_3,454006430,,LV Multisite Lead Channel Setting Pacing Anode Location,,,,MDC IDC SET LEADCHNL LV PACING2 ANODE LOCATION 3,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_CATHODE_ELECTRODE,454006439,,LV Multisite Lead Channel Setting Pacing Cathode Terminal,,,,MDC IDC SET LEADCHNL LV PACING2 CATHODE ELECTRODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_CATHODE_ELECTRODE_1,454006440,,LV Multisite Lead Channel Setting Pacing Cathode Terminal,,,,MDC IDC SET LEADCHNL LV PACING2 CATHODE ELECTRODE 1,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_CATHODE_ELECTRODE_2,454006441,,LV Multisite Lead Channel Setting Pacing Cathode Terminal,,,,MDC IDC SET LEADCHNL LV PACING2 CATHODE ELECTRODE 2,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_CATHODE_ELECTRODE_3,454006442,,LV Multisite Lead Channel Setting Pacing Cathode Terminal,,,,MDC IDC SET LEADCHNL LV PACING2 CATHODE ELECTRODE 3,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_CATHODE_LOCATION,454006435,,LV Multisite Lead Channel Setting Pacing Cathode Location,,,,MDC IDC SET LEADCHNL LV PACING2 CATHODE LOCATION,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_CATHODE_LOCATION_1,454006436,,LV Multisite Lead Channel Setting Pacing Cathode Location,,,,MDC IDC SET LEADCHNL LV PACING2 CATHODE LOCATION 1,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_CATHODE_LOCATION_2,454006437,,LV Multisite Lead Channel Setting Pacing Cathode Location,,,,MDC IDC SET LEADCHNL LV PACING2 CATHODE LOCATION 2,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_CATHODE_LOCATION_3,454006438,,LV Multisite Lead Channel Setting Pacing Cathode Location,,,,MDC IDC SET LEADCHNL LV PACING2 CATHODE LOCATION 3,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING2_PULSEWIDTH,454006444,,LV Multisite Lead Channel Setting Pacing Pulse Width,,,,MDC IDC SET LEADCHNL LV PACING2 PULSEWIDTH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_AMPLITUDE,454005303,,Lead Channel Setting Pacing Amplitude,,,12,MDC IDC SET LEADCHNL LV PACING AMPLITUDE,,,,,,,v,,
MDC_IDC_SET_LEADCHNL_LV_PACING_ANODE_ELECTRODE,454005389,,Lead Channel Setting Pacing Anode Terminal,,,,MDC IDC SET LEADCHNL LV PACING ANODE ELECTRODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_ANODE_ELECTRODE_1,454005390,,Lead Channel Setting Pacing Anode Terminal,,,,MDC IDC SET LEADCHNL LV PACING ANODE ELECTRODE 1,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_ANODE_ELECTRODE_2,454005391,,Lead Channel Setting Pacing Anode Terminal,,,,MDC IDC SET LEADCHNL LV PACING ANODE ELECTRODE 2,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_ANODE_ELECTRODE_3,454005392,,Lead Channel Setting Pacing Anode Terminal,,,,MDC IDC SET LEADCHNL LV PACING ANODE ELECTRODE 3,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_ANODE_LOCATION,454005345,,Lead Channel Setting Pacing Anode Location,,,,MDC IDC SET LEADCHNL LV PACING ANODE LOCATION,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_ANODE_LOCATION_1,454005346,,Lead Channel Setting Pacing Anode Location,,,,MDC IDC SET LEADCHNL LV PACING ANODE LOCATION 1,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_ANODE_LOCATION_2,454005347,,Lead Channel Setting Pacing Anode Location,,,,MDC IDC SET LEADCHNL LV PACING ANODE LOCATION 2,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_ANODE_LOCATION_3,454005348,,Lead Channel Setting Pacing Anode Location,,,,MDC IDC SET LEADCHNL LV PACING ANODE LOCATION 3,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_CAPTURE_MODE,454005491,,Lead Channel Setting Pacing Capture Mode,,,,MDC IDC SET LEADCHNL LV PACING CAPTURE MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_CATHODE_ELECTRODE,454005477,,Lead Channel Setting Sensing Cathode Terminal,,,,MDC IDC SET LEADCHNL LV PACING CATHODE ELECTRODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_CATHODE_ELECTRODE_1,454005478,,Lead Channel Setting Sensing Cathode Terminal,,,,MDC IDC SET LEADCHNL LV PACING CATHODE ELECTRODE 1,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_CATHODE_ELECTRODE_2,454005479,,Lead Channel Setting Sensing Cathode Terminal,,,,MDC IDC SET LEADCHNL LV PACING CATHODE ELECTRODE 2,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_CATHODE_ELECTRODE_3,454005480,,Lead Channel Setting Sensing Cathode Terminal,,,,MDC IDC SET LEADCHNL LV PACING CATHODE ELECTRODE 3,,,,,,,,,
